0,1,2,3,4,brand,model,trim,body_type,fuel_type,transmission_type,engine_capacity_cc,horsepower,exterior_color,interior_color,warranty,city,seller_type,price
4.235510858698053,9.763037425342034,-80.87868122822559,,1.0903443950127554,Suzuki,Fronx,Other,SUV,Petrol,Automatic Transmission,1000 - 1499 cc,100 - 199 HP,Grey,Black,Does not apply,Dubai,Dealer,53000
4.418625626993148,9.745442208368718,13.603574080164336,0.5757451502384713,1.28299390771692,BMW,X5,Xdrive 40i,SUV,Petrol,Automatic Transmission,3000 - 3499 cc,300 - 399 HP,Black,Brown,Yes,Dubai,Dealer,249000
5.392882193523152,9.743880022569678,-40.855732285171506,1.3659828947266948,1.28930212974855,Land Rover,Range Rover Evoque,Dynamic,SUV,Petrol,Automatic Transmission,,300 - 399 HP,Grey,Unknown,No,Dubai,Owner,39000
4.961096883574089,9.747542546545205,49.33885086814711,0.7719228954819423,1.3056710022297402,Nissan,Patrol,LE Platinum,SUV,Petrol,Automatic Transmission,4000+ cc,400 - 499 HP,Silver,Tan,Yes,Dubai,Dealer,125000
4.437901111393987,9.722045408399788,-30.988378678826734,0.2856674742624227,0.2799425233696289,Lexus,RX-Series,Other,SUV,Petrol,Automatic Transmission,,,Silver,Unknown,Does not apply,Dubai,Dealer,275000
5.22662916279505,9.753290204991432,-39.65047366840167,1.2888834750283387,1.107369106781665,Toyota,Rav 4,VX,SUV,Petrol,Automatic Transmission,2500 - 2999 cc,300 - 399 HP,White,Brown,No,Dubai,Owner,56000
4.927332588110431,9.690546788896306,-58.77362314051845,0.43356844268800093,0.8461993279617415,Suzuki,Jimny,Other,SUV,Petrol,Automatic Transmission,1000 - 1499 cc,100 - 199 HP,White,Black,Yes,Dubai,Owner,73500
4.665401259561106,9.665202659046725,46.84413817774359,0.2679159660920055,0.53080767187575,Ferrari,F8 Tributo,Other,Sports Car,Petrol,Automatic Transmission,Unknown,700 - 799 HP,Red,Black,No,Dubai,Dealer,1049
4.676066031125935,9.752418531360133,45.085572069305265,0.4986825603063545,1.012749021086876,Land Rover,Range Rover Sport,HSE Dynamic,SUV,Petrol,Automatic Transmission,4000+ cc,400 - 499 HP,Blue,Tan,No,Dubai,Dealer,299000
5.4026095185821985,,74.51539135318254,0.6414465242489956,1.3097219856705724,Porsche,Panamera,GTS,Sports Car,Petrol,Automatic Transmission,4000+ cc,400 - 499 HP,Red,Black,No,Dubai,Owner,75000
,9.721225700273882,-26.18529889087876,0.6008588811995389,1.391859458057247,Toyota,Corolla,SE,Sedan,Petrol,Automatic Transmission,2000 - 2499 cc,100 - 199 HP,White,Beige,No,Abu Dhabi,Owner,38000
5.2881912504367286,9.73091667270553,,0.554973453181812,0.7966551374952617,Mercedes-Benz,GLK-Class,GLK 350 4matic,SUV,Petrol,Automatic Transmission,,300 - 399 HP,Burgundy,Beige,Does not apply,Dubai,Owner,67000
4.597964237652379,9.764945391495521,85.28953592251156,0.27925510575592427,0.23920301951263473,Mercedes-Benz,S-Class,S 580,Sedan,Petrol,Automatic Transmission,,500 - 599 HP,Black,Beige,Yes,Dubai,Dealer,825000
4.855893613898691,9.736669777384105,3.491621897031206,0.6038832772141232,0.9038074928297135,Mercedes-Benz,E-Class,E 350,Sedan,Petrol,Automatic Transmission,2500 - 2999 cc,300 - 399 HP,Grey,Black,No,Sharjah,Dealer,58000
4.740292255142259,9.71118512461096,-83.27497392214033,0.5902038920642836,1.3312137740916843,Toyota,Camry,LE,Sedan,Hybrid,Automatic Transmission,2500 - 2999 cc,300 - 399 HP,White,Unknown,Does not apply,Dubai,Owner,78000
4.800360259236263,9.667083531424272,43.369649500921334,0.393813459603063,0.6445490646327855,Mercedes-Benz,C-Class,C63 AMG,Coupe,Petrol,Automatic Transmission,4000+ cc,400 - 499 HP,White,Black,No,Dubai,Owner,192000
4.584409609926786,9.716584305022462,53.43126505031872,0.254322089417958,,Land Rover,Range Rover,Vogue SE,SUV,Petrol,Automatic Transmission,Unknown,500 - 599 HP,Black,Brown,Yes,Sharjah,Dealer,629000
4.16699716538945,9.751466882104042,-62.38858715631771,0.35261312382181736,,Suzuki,Jimny,GLX AT,SUV,Petrol,Automatic Transmission,1000 - 1499 cc,100 - 199 HP,Green,Black,Yes,Abu Dhabi,Dealer,90000
4.520005531282196,9.671447680388985,,0.3370203935699542,0.9090061416880018,BMW,M4,Coupe,Coupe,Petrol,Automatic Transmission,3000 - 3499 cc,400 - 499 HP,White,Black,Yes,Dubai,Dealer,247000
4.728178258897658,9.710623776735565,,0.40774714937614237,0.9769901172975215,Rolls-Royce,Ghost,Extended Wheel Base,Sedan,Petrol,Automatic Transmission,4000+ cc,500 - 599 HP,Blue,Brown,Yes,Dubai,Dealer,800000
4.859740306470504,9.718201279598524,-73.44084772160082,,0.8375570020985831,Honda,Accord,EX,Sedan,Petrol,Automatic Transmission,2000 - 2499 cc,Unknown,Red,Beige,No,Sharjah,Dealer,50000
,9.719347614271692,-45.609690394614525,0.45305752742551925,1.2542568533973817,Nissan,Altima,SL,Sedan,Petrol,Automatic Transmission,2000 - 2499 cc,Unknown,Silver,Beige,Yes,Abu Dhabi,Owner,28500
7.0357636008347955,9.656811537789636,61.291655962913595,0.30713881204108917,,Bentley,Continental,GT,Coupe,Petrol,Automatic Transmission,,300 - 399 HP,White,Beige,Does not apply,Dubai,Owner,180000
4.829777067941035,,-23.03341573957272,0.6102974631268305,0.9693359577487788,Ford,Edge,SEL,SUV,Petrol,Automatic Transmission,2000 - 2499 cc,300 - 399 HP,Black,Black,Does not apply,Dubai,Owner,56000
4.710308886454164,9.658852742894583,97.20416141349392,0.24523188281721792,,Lamborghini,Huracan,Other,Coupe,Petrol,Automatic Transmission,,600 - 699 HP,Grey,Black,Yes,Dubai,Dealer,949000
5.166149891080176,9.74794751310003,36.33568375065721,0.6626241724040629,2.650508981355643,GMC,Yukon,Other,SUV,Petrol,Automatic Transmission,4000+ cc,,Black,Beige,No,Abu Dhabi,Dealer,75000
,9.755421228393534,-59.79294575531096,0.272493435973619,1.1072610794737734,Toyota,Raize,Other,Hatchback,Petrol,Automatic Transmission,500 - 999 cc,100 - 199 HP,Silver,Black,Yes,Dubai,Dealer,52000
4.675584352464571,9.74436039705289,-23.63983101135993,,0.9420155399039958,Jaguar,F-Pace,Other,SUV,Petrol,Automatic Transmission,2000 - 2499 cc,200 - 299 HP,White,Black,No,Dubai,Dealer,120000
4.649573201249559,9.726873539510517,-42.622100340840106,0.5060278951266738,0.8028030028988924,Mitsubishi,ASX,GLX,SUV,Petrol,Automatic Transmission,2000 - 2499 cc,100 - 199 HP,Silver,Black,Yes,Dubai,Dealer,50500
5.761199582195041,9.667271127219387,23.05345600341387,0.4545682406982531,0.5902073804481542,Porsche,Carrera / 911,Other,Coupe,Petrol,Automatic Transmission,3500 - 3999 cc,500 - 599 HP,Black,Black,No,Dubai,Dealer,609000
4.892556772887048,9.710659573659012,80.7455821037849,,1.0089289998722368,Land Rover,Range Rover Sport,HSE Dynamic,SUV,Petrol,Automatic Transmission,4000+ cc,500 - 599 HP,Silver,Unknown,Yes,Dubai,Owner,249000
4.887062244540446,9.725130277527345,8.143299612312946,0.5282187487892662,0.9822649285340738,Land Rover,Range Rover Velar,Other,SUV,Petrol,Automatic Transmission,3000 - 3499 cc,300 - 399 HP,Black,Black,Yes,Dubai,Dealer,179999
4.486090309666846,9.759907091814645,,0.368403640721679,1.5714141964921058,BMW,X7,M50i M Sport,SUV,Petrol,Automatic Transmission,4000+ cc,400 - 499 HP,White,Tan,Yes,Dubai,Dealer,379000
4.725643550074097,9.762370176354645,-69.68214043982522,0.47735574529420227,0.9858464951439836,Chevrolet,Equinox,2LT,SUV,Petrol,Automatic Transmission,1000 - 1499 cc,Unknown,Red,Black,Yes,Sharjah,Dealer,34000
4.839710112304738,9.76094430873373,32.12866914999356,0.4352114887365203,2.5058207624568043,Mercedes-Benz,GLS-Class,GLS 63 AMG,SUV,Petrol,Automatic Transmission,4000+ cc,600 - 699 HP,Black,Black,No,Dubai,Dealer,516000
4.58005570969883,9.751404081774188,17.11999277690308,0.36896779514083006,2.303812490247878,Mitsubishi,Pajero,GLS TOP,SUV,Petrol,Automatic Transmission,3500 - 3999 cc,200 - 299 HP,Black,Beige,Yes,Dubai,Dealer,99000
,9.745972036578793,-27.250496966845454,0.44417426531561643,1.1174976066808555,Audi,Q5,SQ5 Quattro,SUV,Petrol,Automatic Transmission,2000 - 2499 cc,200 - 299 HP,Grey,Beige,No,Dubai,Dealer,173900
5.239666902266901,9.727254886995892,-28.82877034818137,1.3231894473265586,1.0582041074454622,Volkswagen,Passat,Highline,Sedan,Petrol,Automatic Transmission,2500 - 2999 cc,100 - 199 HP,Black,Black,No,Dubai,Dealer,21000
4.435880262160797,9.721542516441756,45.72778183852448,0.4635437431303397,1.119654299565998,Dodge,Durango,Other,SUV,Petrol,Automatic Transmission,,700 - 799 HP,Other Color,Black,No,Dubai,Owner,300000
4.547753408601729,9.74841016576125,15.436697092369212,0.3704971980723738,2.0981489087708614,Lexus,LX600,Prestige,SUV,Petrol,Automatic Transmission,3500 - 3999 cc,400 - 499 HP,White,Brown,No,Dubai,Dealer,490000
4.577638448151087,9.670543687709136,37.12518718182949,,0.6263204209087915,BMW,M2,M2,Coupe,Petrol,Automatic Transmission,3000 - 3499 cc,400 - 499 HP,Grey,Brown,Yes,Abu Dhabi,Owner,380000
4.501661381999859,9.761378682502924,-39.33098890074561,0.44087500483777947,1.242703180726917,Alfa Romeo,GIULIETTA,Veloce,Hatchback,Petrol,Automatic Transmission,1500 - 1999 cc,200 - 299 HP,White,Unknown,Yes,Dubai,Dealership/Certified Pre-Owned,79900
4.341542448676395,9.67699121764373,20.892949342574052,0.3131333068656505,0.23478339362622344,Maserati,MC20,Other,Coupe,Petrol,Automatic Transmission,,,White,Other Color,Does not apply,Dubai,Dealer,849999
4.642563905336594,,-45.22568086340675,0.30777246493788335,1.6197504404440886,MG,RX8,Other,SUV,Petrol,Automatic Transmission,2000 - 2499 cc,200 - 299 HP,White,Unknown,No,Dubai,Dealer,90900
4.741196138857425,9.754537135032058,0.33457991677401155,0.41843711352889734,3.218199775841812,Nissan,Patrol,SE Platinum City,SUV,Petrol,Automatic Transmission,4000+ cc,200 - 299 HP,Blue,Brown,No,Dubai,Dealer,194900
4.456664408349781,9.74693259378403,182.5995623587116,0.3140296619208033,0.17841229352682308,Rolls-Royce,Cullinan,Black Badge,SUV,Petrol,Automatic Transmission,,600 - 699 HP,Grey,Blue,Yes,Dubai,Dealer,2249
4.8867703942265,9.733161249337115,-31.465979217419235,0.4006422373700192,0.8141899498490539,Mitsubishi,Lancer,GLX Plus,Sedan,Petrol,Automatic Transmission,2000 - 2499 cc,200 - 299 HP,Grey,Black,No,Abu Dhabi,Owner,30000
4.651563269053836,9.727272290204315,45.26572111629788,0.35474146035531495,0.8242002779129055,Lamborghini,Urus,Standard,SUV,Petrol,Automatic Transmission,4000+ cc,500 - 599 HP,Orange,Black,No,Dubai,Dealer,1100
4.845424541827189,9.716176758983618,-51.85699794654561,0.4488761453935711,1.1352750004672352,Volvo,XC40,T5 R Design,SUV,Petrol,Automatic Transmission,,Unknown,Blue,Black,No,Dubai,Owner,120000
5.2263165764090544,9.740100061727299,58.46729937604808,0.9648656494125553,1.2184419060449678,Mercedes-Benz,G-Class,G 63 AMG,SUV,Petrol,Automatic Transmission,4000+ cc,400 - 499 HP,Black,Unknown,No,Dubai,Owner,177000
4.596223138795849,9.661241462483655,-79.21428841878497,0.33949790134078056,0.9047535283095698,Mercedes-Benz,SL-Class,Other,Soft Top Convertible,Petrol,Automatic Transmission,4000+ cc,300 - 399 HP,Grey,Unknown,Yes,Dubai,Owner,590000
4.410831855405505,9.724424757234685,96.52022692354734,0.2358150332756194,1.004802614857208,Bentley,Bentayga,Other,SUV,Petrol,Automatic Transmission,,500 - 599 HP,Grey,Blue,Does not apply,Dubai,Dealer,2099
5.848034390205807,9.72574495905848,59.108842025386096,0.3669401077933833,0.20120686597257034,Bentley,Arnage,R,Sedan,Petrol,Automatic Transmission,4000+ cc,300 - 399 HP,Silver,Beige,No,Abu Dhabi,Owner,150000
5.067915660060566,9.752116769834993,-73.14414123253533,0.6078270818871991,1.3343263807678503,Hyundai,Tucson,Other,SUV,Petrol,Automatic Transmission,2000 - 2499 cc,400 - 499 HP,Brown,Beige,No,Dubai,Dealer,28500
4.617423125845475,9.751114072548626,-38.412571934023696,,0.9076774108863717,Mercedes-Benz,GLE-Class,GLE 350,SUV,Petrol,Automatic Transmission,Unknown,200 - 299 HP,White,Black,No,Dubai,Owner,183000
5.159289848956767,9.74935461006158,34.69458783049313,0.5015634787733011,0.2866625122990596,Land Rover,Range Rover Sport,HSE,SUV,Petrol,Automatic Transmission,,300 - 399 HP,White,Brown,No,Dubai,Owner,104000
4.414807605547936,9.734361063781005,18.76926122084308,0.3486607700909917,0.9578608700716301,Land Rover,Range Rover Sport,HSE Dynamic,SUV,Petrol,Automatic Transmission,,300 - 399 HP,White,Other Color,Yes,Ajman,Owner,600000
5.205075839700998,9.71254358027068,-20.040427486342868,0.5242638113139184,0.16574245720644953,Lexus,IS-F,Other,Sedan,Petrol,Automatic Transmission,2000 - 2499 cc,300 - 399 HP,White,Black,Does not apply,Sharjah,Owner,39999
5.014334865178857,9.71996468028066,21.93884061330009,0.37034945800890845,0.2810535796661052,Land Rover,Range Rover Velar,R-Dynamic,SUV,Petrol,Automatic Transmission,,300 - 399 HP,White,Tan,Yes,Dubai,Dealer,194999
4.195827301176809,9.743884620781659,33.26086871472779,0.2581478366953416,0.9217923329923706,Land Rover,Defender,110 HSE,SUV,Petrol,Automatic Transmission,4000+ cc,300 - 399 HP,White,Tan,Yes,Dubai,Owner,440000
5.374794476384862,9.760492524854312,0.6266490981160957,0.46110903739335496,0.9664680585629463,Porsche,Panamera,Standard,Sedan,Petrol,Automatic Transmission,3500 - 3999 cc,300 - 399 HP,Brown,Beige,No,Dubai,Owner,79000
4.417205705717624,9.751169154181667,195.3308525812807,0.24190686631703276,0.7615340511110195,Rolls-Royce,Cullinan,Black Badge,SUV,Petrol,Automatic Transmission,,500 - 599 HP,Black,Unknown,Yes,Dubai,Dealer,2350
4.983635890810967,9.654763106258374,-50.735263022511155,0.4411831025046982,0.6628831110943866,BMW,2-Series,220i,Coupe,Petrol,Automatic Transmission,2000 - 2499 cc,100 - 199 HP,Blue,Black,No,Dubai,Dealer,89990
4.9178615032520545,9.713962067089025,-52.31385056903585,0.5061512881273436,1.0763206038693154,Kia,Optima,EX,Sedan,Petrol,Automatic Transmission,2000 - 2499 cc,100 - 199 HP,Silver,Black,Does not apply,Sharjah,Dealer,32000
4.852932473495093,9.72484144864669,19.355963920214222,0.45508503670251566,,BMW,7-Series,730i Executive,Sedan,Petrol,Automatic Transmission,,300 - 399 HP,White,Brown,Yes,Dubai,Dealer,148000
4.8347976494028355,9.673925470141242,-23.097462735573018,0.4445971033839547,0.9195463827022743,Porsche,Carrera / 911,Carrera 4,Coupe,Petrol,Automatic Transmission,Unknown,500 - 599 HP,Black,Unknown,Yes,Dubai,Dealer,440000
5.044182019735316,,11.250783081311313,0.46670438327899105,2.0587071840337403,Ford,Explorer,Sport,SUV,Petrol,Automatic Transmission,3500 - 3999 cc,300 - 399 HP,Black,Black,Yes,Dubai,Owner,125000
4.672121217535651,9.742302746249765,49.955812024485006,1.0258598408619959,2.0261790114007505,Toyota,Land Cruiser,GXR TOP,SUV,Petrol,Automatic Transmission,4000+ cc,300 - 399 HP,White,Beige,Does not apply,Sharjah,Dealer,167999
,,4.273437129895135,,0.9642264029830897,Toyota,Camry,Limited,Sedan,Petrol,Automatic Transmission,3500 - 3999 cc,200 - 299 HP,White,Beige,Does not apply,Dubai,Dealer,115000
5.0282842762095985,9.743067058696191,52.326957242212984,0.42372163258674883,1.7871081872288652,Mercedes-Benz,GLS-Class,GLS 500,SUV,Petrol,Automatic Transmission,4000+ cc,,White,Beige,No,Dubai,Dealer,185000
4.583141971051745,9.736537984240062,85.23589252881962,,1.178209758645859,Bentley,Continental Flying Spur,Other,Sedan,Petrol,Automatic Transmission,,500 - 599 HP,Black,Black,No,Dubai,Dealer,799000
4.719906249459361,9.717548472892368,-45.526194993704124,0.5572119584849125,0.7707143108391374,Mercedes-Benz,A-Class,AMG A 45 S+,Sedan,Petrol,Automatic Transmission,,500 - 599 HP,White,Unknown,No,Dubai,Dealer,179000
4.527791231132986,9.76474873458735,,0.3511253660621447,,Aston Martin,DBX,707,SUV,Petrol,Automatic Transmission,4000+ cc,700 - 799 HP,Blue,Green,Yes,Dubai,Dealership/Certified Pre-Owned,1460
4.757202613653209,9.741807134719995,99.4822092447724,0.2689907661014023,0.24932421048921657,Infiniti,QX80,Luxury,SUV,Petrol,Automatic Transmission,,400 - 499 HP,Burgundy,Tan,Yes,Dubai,Dealership/Certified Pre-Owned,259000
4.736603543721358,9.659430973702475,,0.4341622770883589,0.6059819685810265,Bentley,Continental GT,Other,Coupe,Petrol,Automatic Transmission,,500 - 599 HP,Black,Unknown,Yes,Dubai,Dealer,699000
4.960499038294471,9.756451435311256,31.86244734045573,0.5043794367128538,1.2641453212731115,Mercedes-Benz,GLE Coupe,GLE 43 AMG,SUV,Petrol,Automatic Transmission,3000 - 3499 cc,300 - 399 HP,White,Beige,Yes,Dubai,Dealer,180000
5.054705752737389,9.761191669011145,-30.05171010421435,0.5425549952567422,1.2297862494951715,Toyota,Yaris,SE+,Hatchback,Petrol,Automatic Transmission,1000 - 1499 cc,200 - 299 HP,White,Black,Does not apply,Dubai,Owner,33000
4.569226031292559,9.758341606674172,-73.2747830184856,0.44681814939834197,,MG,HS,Trophy,SUV,Petrol,Automatic Transmission,1500 - 1999 cc,100 - 199 HP,Blue,Unknown,Yes,Dubai,Owner,63500
4.482070963695088,9.67426654250904,11.124325902767128,0.41029750002538995,,BMW,8-Series,840i,Coupe,Petrol,Automatic Transmission,3000 - 3499 cc,300 - 399 HP,Grey,Brown,Yes,Dubai,Dealer,312900
4.630127411058132,9.712000465046831,-47.38783970446902,0.4861083630512478,1.031114361114827,Hyundai,Accent,GL,Sedan,Petrol,Automatic Transmission,1500 - 1999 cc,100 - 199 HP,Red,Beige,Yes,Dubai,Dealer,41000
5.129058252675334,9.653963603030055,37.57831686985925,0.38204160747021015,,Porsche,Cayman,S,Sports Car,Petrol,Automatic Transmission,3000 - 3499 cc,300 - 399 HP,Grey,Green,No,Dubai,Owner,150000
4.529132218675389,9.726179842058961,-41.33067319598935,0.4032475295622212,,Suzuki,Ciaz,GLX,Sedan,Petrol,Automatic Transmission,1500 - 1999 cc,0 - 99 HP,White,Beige,Yes,Dubai,Dealer,48000
4.789378199662157,9.749174396109586,21.7432271956743,0.5609344377982552,2.3243180915024997,GMC,Acadia,Denali,Crossover,Petrol,Automatic Transmission,3000 - 3499 cc,300 - 399 HP,Black,Other Color,No,Dubai,Owner,85000
4.492003994485058,,-34.594208869704936,0.34371241779558226,2.019988535741,Mercedes-Benz,GLB,Other,SUV,Petrol,Automatic Transmission,2000 - 2499 cc,200 - 299 HP,Silver,Unknown,Yes,Dubai,Dealer,195000
5.1195371192626915,9.723574548566317,-47.043285843354695,0.8645190067529089,1.3523804197806968,Mercedes-Benz,A-Class,A 250,Hatchback,Petrol,Automatic Transmission,2500 - 2999 cc,200 - 299 HP,Black,Black,Does not apply,Abu Dhabi,Owner,45000
4.487676206342083,9.714998378670712,-34.55595853461088,0.3872415818470927,,Jeep,Wrangler,Rubicon,SUV,Petrol,Automatic Transmission,1500 - 1999 cc,200 - 299 HP,Black,Black,Yes,Sharjah,Dealer,179000
4.642949527303132,9.748474226177082,174.86061004913992,0.3706956102252429,0.17112403755434183,Rolls-Royce,Cullinan,Standard,SUV,Petrol,Automatic Transmission,,600 - 699 HP,Black,Blue,No,Dubai,Dealer,1849
4.313106206178272,9.727466724361648,-16.029828674842342,,1.3552901962222845,Jeep,Grand Cherokee,Overland Plus,SUV,Petrol,Automatic Transmission,3500 - 3999 cc,200 - 299 HP,White,Black,Yes,Dubai,Dealer,224999
4.869890862248107,9.735756321618744,-40.23229092458248,0.4467465727020185,1.1612578147232933,Mercedes-Benz,C-Class,C300 Luxury,Sedan,Petrol,Automatic Transmission,1500 - 1999 cc,200 - 299 HP,White,Beige,Yes,Dubai,Dealer,84500
4.345088817495073,9.724669122468837,-22.45376590095458,0.42008574979602975,0.9554291404920084,Porsche,Panamera,Standard,Sedan,Petrol,Automatic Transmission,3000 - 3499 cc,300 - 399 HP,White,Black,Yes,Dubai,Dealer,459000
4.752294498915117,9.72783154340144,-68.46719346987808,,0.9442159292427639,Mercedes-Benz,CLA,CLA250,Sedan,Petrol,Automatic Transmission,2000 - 2499 cc,200 - 299 HP,Grey,Black,No,Dubai,Dealer,109990
4.569490421397552,9.671423866357262,48.708905160400676,0.35964556896040517,0.453298497729202,Ferrari,488 Pista,Other,Coupe,Petrol,Automatic Transmission,,700 - 799 HP,Blue,Unknown,Yes,Dubai,Dealer,1649
5.1665734145955895,9.757171288653545,-24.71934496770321,0.4267829011892501,0.18576054972486625,Fiat,Fiat-500,Lounge,Hatchback,Petrol,Automatic Transmission,,300 - 399 HP,White,White,Does not apply,Dubai,Owner,35000
5.163625300675903,9.656093683293816,,0.6626629429198378,0.6298593309761232,MINI,Cooper,Cooper S,Coupe,Petrol,Automatic Transmission,Unknown,Unknown,Silver,Black,No,Dubai,Owner,30000
5.036320107376199,9.732122709244898,-76.53803169396181,0.8212597026964386,1.1702316202156413,Toyota,Corolla,SE,Sedan,Petrol,Automatic Transmission,1000 - 1499 cc,0 - 99 HP,White,Beige,No,Dubai,Owner,23500
5.108700605521969,9.753698822252208,1.0678265362498496,0.7725259763086765,1.7219129067101409,Audi,Q7,Other,SUV,Petrol,Automatic Transmission,,,Beige,Brown,No,Abu Dhabi,Dealer,93900
,9.674358556271658,-12.635315730317059,0.4450207900788252,0.9516633129926589,BMW,M4,Convertible,Hard Top Convertible,Petrol,Automatic Transmission,2500 - 2999 cc,500 - 599 HP,Black,Other Color,No,Dubai,Dealership/Certified Pre-Owned,204000
4.658536985938612,9.753474491812907,87.77958901332613,0.425106835063394,2.4320297378650353,Nissan,Patrol,LE Titanium,SUV,Petrol,Automatic Transmission,4000+ cc,400 - 499 HP,Black,Brown,Yes,Dubai,Dealer,189000
4.224250199450808,9.72233050864996,-33.30701916949188,0.34380413063173626,1.254457453067689,Mercedes-Benz,A-Class,Other,Sedan,Petrol,Automatic Transmission,1000 - 1499 cc,200 - 299 HP,Grey,Unknown,Yes,Dubai,Dealer,179000
5.42644902005325,9.679063211311512,-60.105944083362296,0.8316411885344196,0.9075360161245204,Fiat,Fiat-500,Standard,Hatchback,Petrol,Automatic Transmission,,0 - 99 HP,White,Unknown,No,Abu Dhabi,Owner,18000
4.3510144526024455,9.720405412945802,34.68769642605218,0.35952414782519093,2.3447238199239036,BMW,X7,40i M Sport,SUV,Petrol,Automatic Transmission,3000 - 3499 cc,300 - 399 HP,White,Brown,Yes,Abu Dhabi,Owner,450000
4.49502850133018,9.666682104369142,-6.4421023491966,0.3189261681249708,0.4979152897064315,Porsche,Cayman,GT4,Coupe,Petrol,Automatic Transmission,Unknown,400 - 499 HP,Yellow,Black,Yes,Dubai,Dealer,455000
,9.664568726738398,-76.8600064022555,0.3206212379108194,0.6891707136076382,Abarth,695,Other,Coupe,Petrol,Automatic Transmission,1000 - 1499 cc,100 - 199 HP,Black,Black,Yes,Dubai,Dealer,109000
4.802256428437674,9.76370210429561,-38.246414008529115,0.41620817208430083,1.3815454108588245,MINI,Clubman,John Cooper Works,Sedan,Petrol,Automatic Transmission,2000 - 2499 cc,200 - 299 HP,Black,Black,No,Dubai,Owner,65000
5.555283640549518,9.733922321412068,71.90806390442222,1.0800011445279099,3.127423363302772,GMC,Yukon,SLE,SUV,Petrol,Automatic Transmission,4000+ cc,500 - 599 HP,Silver,Beige,Does not apply,Sharjah,Owner,29000
4.945974081607374,9.761049621441291,,0.40528960132637426,1.0554109547027841,Land Rover,Range Rover,Autobiography,SUV,Petrol,Automatic Transmission,4000+ cc,400 - 499 HP,Grey,Tan,Does not apply,Dubai,Dealer,269000
,9.745528378789535,-49.103450402245436,0.42614351914288,,Chevrolet,Captiva,Other,SUV,Petrol,Automatic Transmission,1500 - 1999 cc,100 - 199 HP,Black,Black,Yes,Abu Dhabi,Dealer,79900
5.095719223783101,9.716121535041403,-43.138349012621376,0.8866320048250084,0.5188974033972464,Daihatsu,Gran Max,Other,Van,Petrol,Automatic Transmission,Unknown,Unknown,White,Beige,Does not apply,Dubai,Dealer,26000
4.682402595604687,9.758729335467548,-36.94870948710634,0.29912186690571074,1.1123874700863472,BAIC,BJ40L,BJ40L,SUV,Petrol,Automatic Transmission,2000 - 2499 cc,200 - 299 HP,Blue,Black,No,Dubai,Dealer,90000
5.0722008935429335,9.76188003972084,-74.55600784001453,0.4304317023270896,0.8396884026492911,Toyota,Rav 4,VXR,SUV,Petrol,Automatic Transmission,2000 - 2499 cc,100 - 199 HP,Silver,Beige,No,Dubai,Owner,62500
4.9754711132451375,9.73645179114016,,,1.381267791978748,Bentley,Bentayga,Other,SUV,Petrol,Automatic Transmission,Unknown,Unknown,Grey,Unknown,Yes,Dubai,Dealer,348000
4.503655879015874,9.739547084444485,66.59715315163365,0.38185009401348446,0.7474176817299947,Land Rover,Defender,110 X,SUV,Petrol,Automatic Transmission,,500 - 599 HP,White,Black,Yes,Dubai,Dealer,495000
4.8281256633950065,9.751037926303916,21.144879290019748,,0.866533299820587,Maserati,Levante,Other,SUV,Petrol,Automatic Transmission,3000 - 3499 cc,300 - 399 HP,Grey,Black,Yes,Dubai,Dealer,269000
4.8240018430663785,9.711135425291415,-37.84310761118741,0.4515318231542458,0.8744410052954069,Nissan,Altima,SV,Sedan,Petrol,Automatic Transmission,2500 - 2999 cc,100 - 199 HP,Black,Beige,No,Dubai,Dealer,77900
4.933951220068127,9.750565280871475,,0.41194593730085993,1.3724016962619126,Porsche,Macan,Turbo,SUV,Petrol,Automatic Transmission,3500 - 3999 cc,300 - 399 HP,White,Unknown,No,Dubai,Dealer,149000
5.067595949188775,9.730868159306077,-68.33426254665241,0.7097509708250581,1.40308404773796,BMW,4-Series,420i,Sedan,Petrol,Automatic Transmission,2000 - 2499 cc,100 - 199 HP,Black,Brown,No,Dubai,Dealer,45000
4.214272802460321,,20.646252661164986,,1.1401663489434994,Jeep,Wrangler Unlimited,Rubicon,SUV,Petrol,Automatic Transmission,3500 - 3999 cc,200 - 299 HP,Blue,Black,Yes,Dubai,Dealer,249999
4.653071676576977,9.739785574962472,70.45361898000203,,0.8148285099038232,BMW,X5,X5M Competition,SUV,Petrol,Automatic Transmission,4000+ cc,600 - 699 HP,Red,Other Color,Yes,Dubai,Dealership/Certified Pre-Owned,490000
5.0623053534845175,9.719182831535022,-27.54789934665502,0.825367438207337,1.2478377684911128,Renault,Fluence,LE,Sedan,Petrol,Automatic Transmission,1500 - 1999 cc,100 - 199 HP,Black,Beige,Yes,Ajman,Owner,19000
4.9751999494782755,9.71391419021808,66.52073289883623,0.502495454315567,0.7433127282376749,Mercedes-Benz,AMG,GT,Sedan,Petrol,Automatic Transmission,,500 - 599 HP,White,Yellow,No,Dubai,Dealer,399000
4.610345056504035,9.762437408096583,-7.610621918210281,0.4020999008833109,1.9289297979118096,BMW,X5,40i M-Kit,SUV,Petrol,Automatic Transmission,4000+ cc,300 - 399 HP,Black,Tan,Yes,Abu Dhabi,Owner,330000
